undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold
-5.0259557,4.439292,0.00088202953,0.0010643005,1,1,1
8.97138,-8.7374115,1.9713054,0.00095552206,0,0,0
-4.1443324,4.2218094,0.0005402565,0.5125886,1,1,1
8.837611,-8.389827,1.9124599,0.080723345,0,0,1
6.447513,-4.491617,1.6483791,1.9910924,0,1,1
-4.635029,6.4247584,0.0003684759,1.9858203,1,1,1
-4.6349397,6.399448,0.00016969442,1.988286,1,1,1
-4.556358,6.2814107,0.0004222393,1.9469142,1,1,1
-4.6349397,6.399448,0.00016969442,1.988286,1,1,1
-3.5410428,5.0768604,0.00060653687,1.12141,1,1,1
-4.139826,5.5893855,0.0029694438,1.370833,1,1,1
-4.7467427,4.2497926,0.000243783,0.00018930435,1,0,1
-4.780549,4.252298,8.2433224e-05,0.00015252829,1,1,1
10.075021,-7.076444,1.9808172,1.859358,0,0,0
9.333692,-9.052495,1.9870343,0.005556345,0,0,0
9.689149,-7.2324133,1.9886048,1.9382204,0,0,0
9.080347,-6.5649366,1.9467285,1.9221624,0,0,0
9.385148,-8.930008,1.9870343,0.05999416,0,0,0
9.810758,-9.1566725,1.9913328,0.009981513,0,0,0
10.100185,-7.145448,1.9872134,1.9560823,0,0,0
9.374357,-9.140843,1.9891362,0.0014532208,0,0,0
-4.847097,4.3220625,0.00021278858,0.00046503544,1,1,1
-4.5644536,6.443163,9.125471e-05,1.9920845,1,1,1
-4.8044357,4.2710147,0.00037646294,0.0003553629,1,0,1
-4.8640113,4.33189,0.00031113625,0.0007569194,1,1,1
-4.667801,6.302997,0.0007559061,1.9868519,1,1,1
-4.4609237,6.3984294,0.00038725138,1.9850485,1,1,1
-4.6568913,6.3268533,0.0011655092,1.9852065,1,1,1
-4.3496356,6.4212193,0.0011624098,1.9793441,1,1,1
-4.469525,6.3656087,0.00019490719,1.9907124,1,1,1
-4.700679,6.3960066,0.00034731627,1.9805055,1,1,1
7.69545,-6.460355,1.7376989,0.4726593,0,0,0
7.809376,-6.266346,1.8079838,0.7081418,0,0,0
8.899063,-6.0755987,1.9420161,1.9391806,0,0,0
9.470725,-9.129475,1.9886514,0.00096929073,0,0,0
10.023109,-8.53803,1.9685273,0.547606,0,0,0
9.441057,-6.9089046,1.974515,1.9867355,0,1,0
9.502659,-9.217961,1.9904218,0.00031471252,0,0,0
10.46951,-9.435421,1.9896977,0.2783363,0,0,0
10.438807,-9.247789,1.9831707,0.17522115,0,0,0
9.221833,-8.561567,1.9559938,0.04062587,0,0,0
10.048949,-9.126087,1.9898586,0.034922957,0,0,0
10.205655,-7.160182,1.9858707,1.9150472,0,0,0
-4.8332486,6.448706,0.0005225539,1.9697677,1,1,1
-4.1665463,5.951601,0.00356251,1.9775158,1,1,1
-4.4212046,6.364971,0.00070381165,1.9755232,1,1,1
-4.4891515,6.300866,0.0017396808,1.9917274,1,1,0
9.31289,-9.018203,1.9821794,0.0023408532,0,0,0
9.433824,-9.156513,1.9874369,0.0010932088,0,0,0
-4.6747055,6.527317,0.0010890365,1.9914229,1,1,1
-4.6722746,6.436956,0.0002425313,1.9690869,1,1,1
10.490179,-7.935109,1.9849496,1.509617,0,0,1
-4.064653,4.873427,0.00059360266,1.1116308,1,1,1
-4.7299724,6.438138,0.000254035,1.9893444,1,1,1
-4.0191436,5.6758647,0.005604565,1.9814414,1,1,1
9.880499,-7.234225,1.9751139,1.8185747,0,0,0
-6.1830373,5.7766047,0.0009850264,1.8290557,1,1,1
-4.79635,6.484363,6.3836575e-05,1.989677,1,1,1
-4.5444746,6.4748044,0.0003772378,1.989356,1,1,1
9.970345,-7.1727595,1.9847829,1.9578903,0,0,1
