[0.032708946615457535, 0.9672910571098328]	1	1
[0.9999977350234985, 2.2584151793125784e-06]	0	0
[0.002030698349699378, 0.9979693293571472]	1	1
[0.3923090398311615, 0.6076909899711609]	1	1
[0.013677597977221012, 0.9863224029541016]	1	1
[9.821696585277095e-05, 0.9999017715454102]	1	1
[4.928794442093931e-05, 0.9999507665634155]	1	1
[0.0007269556517712772, 0.9992730021476746]	1	1
[4.928794442093931e-05, 0.9999507665634155]	1	1
[7.865210500312969e-05, 0.9999213218688965]	1	1
[7.787073991494253e-05, 0.9999221563339233]	1	1
[0.00015393389912787825, 0.9998461008071899]	1	1
[7.692616782151163e-05, 0.9999231100082397]	1	1
[0.9999912977218628, 8.671911018609535e-06]	0	0
[0.9999991655349731, 7.95193329850008e-07]	0	0
[0.999944806098938, 5.5223452363861725e-05]	0	0
[0.9999942779541016, 5.74575642531272e-06]	0	0
[0.9999984502792358, 1.5834096984690404e-06]	0	0
[0.9999898672103882, 1.0104440661962144e-05]	0	0
[0.99993896484375, 6.102805491536856e-05]	0	0
[0.9999439716339111, 5.5967586376937106e-05]	0	0
[0.00014845366240479052, 0.9998514652252197]	1	1
[1.416209306626115e-05, 0.9999858140945435]	1	1
[3.794526128331199e-05, 0.9999620914459229]	1	1
[0.000157632734044455, 0.9998422861099243]	1	1
[4.1916417103493586e-05, 0.9999580383300781]	1	1
[5.3454514272743836e-05, 0.9999465942382812]	1	1
[0.00014602066949009895, 0.9998539686203003]	1	1
[0.0004307689086999744, 0.9995692372322083]	1	1
[0.00013861313345842063, 0.9998613595962524]	1	1
[3.2318268495146185e-05, 0.9999676942825317]	1	1
[0.9994018077850342, 0.0005982464062981308]	0	0
[0.999312162399292, 0.0006878118147142231]	0	0
[0.9996155500411987, 0.00038447644328698516]	0	0
[0.9999923706054688, 7.5786574598168954e-06]	0	0
[0.9996404647827148, 0.0003594817244447768]	0	0
[0.9993568062782288, 0.0006431612418964505]	0	0
[0.9999995231628418, 5.17492765084171e-07]	0	0
[0.9996482133865356, 0.00035179039696231484]	0	0
[0.9999125003814697, 8.7520937086083e-05]	0	0
[0.9998606443405151, 0.0001392932317685336]	0	0
[0.9999653100967407, 3.4643995604710653e-05]	0	0
[0.9999420642852783, 5.7899578678188846e-05]	0	0
[0.00010548668797127903, 0.9998944997787476]	1	1
[8.518440495208779e-07, 0.9999991655349731]	1	1
[3.793210225921939e-07, 0.9999996423721313]	1	1
[0.9999788999557495, 2.1091229427838698e-05]	0	1
[7.318969323932834e-07, 0.9999992847442627]	1	1
[1.0, 3.288505467935465e-08]	0	0
[0.9999934434890747, 6.54730865790043e-06]	0	0
[8.987600494947401e-07, 0.9999990463256836]	1	0
[0.000642164726741612, 0.9993578791618347]	1	1
[1.762624378898181e-06, 0.9999982118606567]	1	1
[5.953498884991859e-07, 0.9999994039535522]	1	1
[4.43591306975577e-05, 0.9999556541442871]	1	1
[0.9999991655349731, 8.144608045768109e-07]	0	0
[5.892376066185534e-06, 0.999994158744812]	1	1
[1.1205201190023217e-05, 0.9999887943267822]	1	1
[5.878192951058736e-06, 0.999994158744812]	1	1
[0.5137525200843811, 0.4862474501132965]	0	1
[0.08122070133686066, 0.9187792539596558]	1	1
[0.9826452732086182, 0.017354736104607582]	0	0
[0.008474581874907017, 0.9915253520011902]	1	1
[0.13649369776248932, 0.8635063171386719]	1	1
[0.9064269661903381, 0.09357307851314545]	0	0
[0.08439154177904129, 0.9156084656715393]	1	1
[0.9979508519172668, 0.00204916438087821]	0	1
[0.9994148015975952, 0.0005852202302776277]	0	1
[0.9981990456581116, 0.001801028847694397]	0	1
[0.9797340035438538, 0.02026599459350109]	0	1
[0.018924808129668236, 0.9810752272605896]	1	1
[0.8576858043670654, 0.14231421053409576]	0	1
[0.9761631488800049, 0.02383686974644661]	0	1
[0.9482396841049194, 0.051760341972112656]	0	1
[0.9999967813491821, 3.2395719244959764e-06]	0	0
[0.9974789023399353, 0.0025211218744516373]	0	0
[0.9999972581863403, 2.7163898721482838e-06]	0	0
[0.9999865293502808, 1.3420626601146068e-05]	0	0
[0.0472879558801651, 0.9527120590209961]	1	1
[0.00033477449323982, 0.9996652603149414]	1	1
[0.021812211722135544, 0.9781877994537354]	1	1
[0.0011800065403804183, 0.9988200068473816]	1	1
[9.561109618516639e-05, 0.9999043941497803]	1	1
[0.013146492652595043, 0.9868534803390503]	1	1
[0.04960981756448746, 0.9503902196884155]	1	1
[0.0034563373774290085, 0.9965437054634094]	1	1
[0.0002312633441761136, 0.9997687935829163]	1	1
[0.9981813430786133, 0.0018186605302616954]	0	0
[0.9969877600669861, 0.0030122774187475443]	0	0
[0.5472914576530457, 0.45270848274230957]	0	1
[0.10691174864768982, 0.8930882215499878]	1	1
[0.03879993408918381, 0.9612000584602356]	1	1
[1.9755705579882488e-05, 0.9999802112579346]	1	1
[8.400600393088098e-08, 0.9999998807907104]	1	1
[1.0, 1.9060674816273604e-08]	0	0
[1.0, 9.511313958654455e-10]	0	0
[0.9997534155845642, 0.00024656596360728145]	0	0
[0.1617954820394516, 0.8382045030593872]	1	0
[0.9999879598617554, 1.2056295418005902e-05]	0	0
[0.41062283515930176, 0.5893771648406982]	1	0
[4.14705828006845e-05, 0.9999585151672363]	1	1
[3.291994943310783e-08, 1.0]	1	1
[6.951282784939394e-07, 0.9999992847442627]	1	1
[1.3076261495825747e-07, 0.9999998807907104]	1	1
[9.152831381697979e-08, 0.9999998807907104]	1	1
[4.41336766243694e-07, 0.9999995231628418]	1	1
[0.9998385906219482, 0.0001613530475879088]	0	0
[0.9999573230743408, 4.273426748113707e-05]	0	0
[0.9999502897262573, 4.968036228092387e-05]	0	0
[1.875693487818353e-05, 0.9999812841415405]	1	1
[1.9033155922443257e-06, 0.9999980926513672]	1	1
[0.0023800518829375505, 0.9976199269294739]	1	1
[0.9999996423721313, 3.277206985785597e-07]	0	1
[2.020077971565115e-08, 1.0]	1	1
[0.01318930834531784, 0.9868106842041016]	1	1
[0.9999997615814209, 2.558635685545596e-07]	0	0
[0.999992847442627, 7.166530849644914e-06]	0	0
[2.1915282033546646e-08, 1.0]	1	0
[2.557052766860579e-06, 0.9999974966049194]	1	1
[3.719037167115857e-08, 1.0]	1	1
[2.046110125775158e-07, 0.9999997615814209]	1	1
[5.317914997249318e-08, 1.0]	1	1
[2.9310003313298694e-08, 1.0]	1	1
[5.83199266657175e-08, 1.0]	1	1
[3.0124921977403574e-05, 0.9999698400497437]	1	1
[6.39549796233041e-07, 0.9999994039535522]	1	1
[1.2461858887036215e-06, 0.9999988079071045]	1	1
[4.198098395136185e-06, 0.9999958276748657]	1	1
[1.71047452113271e-06, 0.9999983310699463]	1	1
[9.337045980828407e-07, 0.9999990463256836]	1	1
[1.1706958069623852e-08, 1.0]	1	1
[8.871601409055074e-08, 0.9999998807907104]	1	1
[4.911649043037869e-08, 1.0]	1	1
[0.0010452470742166042, 0.9989547729492188]	1	1
[9.325115388492122e-05, 0.9999067783355713]	1	1
[1.2929856893606484e-05, 0.9999871253967285]	1	1
[0.9999996423721313, 3.8211200603655016e-07]	0	0
[0.9999932050704956, 6.76619129080791e-06]	0	0
